Award ID,Awarding Agency,Recipient Name,Description,Obligated Amount,Total Outlays,Place of Performance Country Code,Place of Performance State Code,Place of Performance City Code,Base Obligation Date,CFDA Number,Award URL
90ZU0578,Department of Health and Human Services,"RITE OF PASSAGE, INC.",HOME STUDY AND POST-RELEASE SERVICES FOR UNACCOMPANIED CHILDREN,40139758.0,7125772.29,USA,NV,NV*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0578_7590
90ZU0577,Department of Health and Human Services,MCKINLEY CHILDREN'S CENTER INC.,HOME STUDY AND POST-RELEASE SERVICES FOR UNACCOMPANIED CHILDREN,12296422.0,2867865.0,USA,,00*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0577_7590
90ZU0576,Department of Health and Human Services,VISTA DEL MAR CHILD AND FAMILY SERVICES,HOME STUDY AND POST-RELEASE SERVICES FOR UNACCOMPANIED CHILDREN,7436480.0,1188546.27,USA,CA,CA*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0576_7590
90ZU0575,Department of Health and Human Services,"THE CHILDREN'S HOME OF POUGHKEEPSIE, N.Y.",HOME STUDY AND POST-RELEASE SERVICES FOR UNACCOMPANIED CHILDREN,14503469.0,1395000.0,USA,,00*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0575_7590
90ZU0574,Department of Health and Human Services,THE CHILDREN'S VILLAGE,RESIDENTIAL (STAFF SECURE) SERVICES FOR UNACCOMPANIED CHILDREN,9358662.0,6321749.91,USA,NY,NY20698,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0574_7590
90ZU0573,Department of Health and Human Services,TRINITY YOUTH SERVICES,RESIDENTIAL (LONG TERM FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN,2336957.0,1171246.33,USA,CA,CA*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0573_7590
90ZU0572,Department of Health and Human Services,WAYFINDER FAMILY SERVICES,RESIDENTIAL LONG TERM FOSTER CARE SERVICES FOR UNACCOMPANIED ALIEN CHILDREN,7875412.0,2328277.99,USA,CA,CA*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0572_7590
90ZU0571,Department of Health and Human Services,ABBOTT HOUSE,RESIDENTIAL LONG TERM FOSTER CARE SERVICES FOR UNACCOMPANIED ALIEN CHILDREN,9719353.0,2813258.2,USA,NY,NY*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0571_7590
90ZU0570,Department of Health and Human Services,VISIONQUEST NATIONAL LTD,RESIDENTIAL (LONG TERM FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN,3607952.0,1520106.24,USA,AZ,AZ*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0570_7590
90ZU0569,Department of Health and Human Services,SOUTHWEST KEY PROGRAMS INC,RESIDENTIAL (LONG TERM FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN,7430182.0,3813176.7,USA,TX,TX05000,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0569_7590
90ZU0568,Department of Health and Human Services,"NATIONAL YOUTH ADVOCATE PROGRAM, INC.",RESIDENTIAL (LONG TERM FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN,16515803.0,1553922.8,USA,IL,IL*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0568_7590
90ZU0567,Department of Health and Human Services,JEWISH CHILD CARE ASSOCIATION OF NEW YORK,RESIDENTIAL (LONG TERM FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN,4420348.0,1168412.85,USA,NY,NY*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0567_7590
90ZU0566,Department of Health and Human Services,FRIENDS OF YOUTH,RESIDENTIAL (LONG TERM FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN,4967056.0,3139024.73,USA,WA,WA**033,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0566_7590
90ZU0565,Department of Health and Human Services,BOARD OF CHILD CARE OF THE UNITED METHODIST CHURCH INC,RESIDENTIAL (LONG TERM FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN,1787147.0,431897.37,USA,MD,MD*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0565_7590
90ZU0564,Department of Health and Human Services,"LUTHERAN SOCIAL SERVICES OF THE SOUTH, INC",RESIDENTIAL (LONG TERM FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN,2932929.0,839260.53,USA,TX,TX**355,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0564_7590
90ZU0563,Department of Health and Human Services,VISIONQUEST NATIONAL LTD,RESIDENTIAL (LONG TERM FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN,6820779.0,3068700.8,USA,AZ,AZ*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0563_7590
90ZU0562,Department of Health and Human Services,"THE CHILDREN'S COMMUNITY PROGRAMS OF CONNECTICUT, INC.",RESIDENTIAL (LONG TERM FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN,3436959.0,2019704.68,USA,CT,CT*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0562_7590
90ZU0561,Department of Health and Human Services,NEW LIFE FOSTER FAMILY AGENCY,RESIDENTIAL (LONG TERM FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN,3705599.0,2276294.51,USA,CA,CA*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0561_7590
90ZU0560,Department of Health and Human Services,LUTHERAN IMMIGRATION AND REFUGEE SERVICE INC,RESIDENTIAL (LONG TERM FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN,8469090.0,3385887.0,USA,,00*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0560_7590
90ZU0559,Department of Health and Human Services,VISIONQUEST NATIONAL LTD,RESIDENTIAL (LONG TERM FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN,7043837.0,2520099.3,USA,AZ,AZ*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0559_7590
90ZU0558,Department of Health and Human Services,BUILDING BRIDGES FOSTER FAMILY AGENCY,RESIDENTIAL (LONG TERM FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN,3412676.0,1314639.89,USA,CA,CA*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0558_7590
90ZU0557,Department of Health and Human Services,"BETHANY CHRISTIAN SERVICES USA, LLC",RESIDENTIAL (LONG TERM FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN,7981409.0,3830931.06,USA,,00*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0557_7590
90ZU0556,Department of Health and Human Services,DYNAMIC SERVICE SOLUTIONS LLC,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,39424290.0,23761373.79,USA,MD,MD59500,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0556_7590
90ZU0555,Department of Health and Human Services,SAMARITAS,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,10103852.0,5120812.14,USA,MI,MI42820,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0555_7590
90ZU0554,Department of Health and Human Services,"FLORENCE CRITTENTON SERVICES OF ORANGE COUNTY, INC",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,54476612.0,30319826.0,USA,CA,CA**059,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0554_7590
90ZU0553,Department of Health and Human Services,"ST. VINCENT'S SERVICES, INC.",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,15435387.0,3560773.66,USA,NY,NY**047,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0553_7590
90ZU0552,Department of Health and Human Services,"CATHOLIC CHARITIES OF THE ARCHDIOCESE OF MIAMI, INC",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,19697572.0,12280391.66,USA,FL,FL**011,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0552_7590
90ZU0551,Department of Health and Human Services,BOARD OF CHILD CARE OF THE UNITED METHODIST CHURCH INC,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,21840410.0,10192152.81,USA,MD,MD*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0551_7590
90ZU0550,Department of Health and Human Services,"LUTHERAN SERVICES FLORIDA, INC.",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,19877961.0,11469329.88,USA,FL,FL*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0550_7590
90ZU0549,Department of Health and Human Services,MORRISON CHILD AND FAMILY SERVICES,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,11823915.0,7206999.15,USA,OR,OR*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0549_7590
90ZU0548,Department of Health and Human Services,LINCOLN HALL,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,36817945.0,16661217.0,USA,NY,NY*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0548_7590
90ZU0547,Department of Health and Human Services,"HEARTLAND HUMAN CARE SERVICES, INC.",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,77849476.0,45866497.26,USA,IL,IL*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0547_7590
90ZU0546,Department of Health and Human Services,NOANK COMMUNITY SUPPORT SERVICES INC,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,4407227.0,1910710.54,USA,CT,CT*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0546_7590
90ZU0545,Department of Health and Human Services,"HANDS OF HEALING RESIDENTIAL TREATMENT CENTER, INC",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,11139469.0,5621006.0,USA,TX,TX*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0545_7590
90ZU0544,Department of Health and Human Services,"DAVID AND MARGARET HOME, INC.",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,28969497.0,14467461.33,USA,CA,CA*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0544_7590
90ZU0543,Department of Health and Human Services,UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,11224099.0,4694254.86,USA,DC,DC*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0543_7590
90ZU0542,Department of Health and Human Services,ABBOTT HOUSE,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,26550874.0,15763386.59,USA,NY,NY*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0542_7590
90ZU0541,Department of Health and Human Services,BOARD OF CHILD CARE OF THE UNITED METHODIST CHURCH INC,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,11613535.0,8048530.0,USA,MD,MD*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0541_7590
90ZU0540,Department of Health and Human Services,"SETON HOME, INC.",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,16110777.0,7138979.36,USA,TX,TX**029,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0540_7590
90ZU0539,Department of Health and Human Services,ST. PETER - ST. JOSEPH CHILDREN'S HOME,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,17526314.0,9142369.22,USA,TX,TX**029,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0539_7590
90ZU0538,Department of Health and Human Services,THE CHILDREN'S HOME OF KINGSTON,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,8278254.0,6042692.0,USA,NY,NY*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0538_7590
90ZU0537,Department of Health and Human Services,CENTER FOR FAMILY SERVICES INC,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,15531842.0,8437324.69,USA,NJ,NJ*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0537_7590
90ZU0536,Department of Health and Human Services,JEWISH CHILD CARE ASSOCIATION OF NEW YORK,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,10305226.0,2941113.79,USA,NY,NY*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0536_7590
90ZU0535,Department of Health and Human Services,"GULF COAST JEWISH FAMILY AND COMMUNITY SERVICES, INC.",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,13957314.0,7913034.35,USA,FL,FL*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0535_7590
90ZU0534,Department of Health and Human Services,BUILDING BRIDGES FOSTER FAMILY AGENCY,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,12836870.0,6906445.76,USA,CA,CA*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0534_7590
90ZU0533,Department of Health and Human Services,"LUTHERAN SOCIAL SERVICES OF THE SOUTH, INC",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,13911599.0,8458559.88,USA,TX,TX**141,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0533_7590
90ZU0532,Department of Health and Human Services,CAYUGA HOME FOR CHILDREN,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,135062860.0,92687743.0,USA,NY,NY**011,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0532_7590
90ZU0531,Department of Health and Human Services,"LUTHERAN SOCIAL SERVICES OF THE SOUTH, INC",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,14788217.0,8162287.91,USA,TX,TX**355,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0531_7590
90ZU0530,Department of Health and Human Services,"RITE OF PASSAGE, INC.",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,36845702.0,21859284.28,USA,NV,NV*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0530_7590
90ZU0529,Department of Health and Human Services,COMPASS CONNECTIONS,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,167587516.0,107352412.28,USA,TX,TX**029,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0529_7590
90ZU0528,Department of Health and Human Services,COMPASS CONNECTIONS,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,149681929.0,89894254.49,USA,TX,TX**029,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0528_7590
90ZU0527,Department of Health and Human Services,"THE VILLAGES, INC",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,17063202.0,10568609.46,USA,KS,KS*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0527_7590
90ZU0526,Department of Health and Human Services,COMPASS CONNECTIONS,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,34672989.0,18606537.23,USA,TX,TX**029,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0526_7590
90ZU0525,Department of Health and Human Services,COMPASS CONNECTIONS,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,183779338.0,117901832.12,USA,TX,TX**061,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0525_7590
90ZU0524,Department of Health and Human Services,"LUTHERAN SOCIAL SERVICES OF THE SOUTH, INC",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,22151439.0,14301708.33,USA,TX,TX**215,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0524_7590
90ZU0523,Department of Health and Human Services,"INSPIRITUS, INC.",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,10328497.0,4595633.63,USA,GA,GA**121,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0523_7590
90ZU0522,Department of Health and Human Services,RUBY'S PLACE,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,3370144.0,1991820.21,USA,CA,CA11964,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0522_7590
90ZU0521,Department of Health and Human Services,LUTHERAN IMMIGRATION AND REFUGEE SERVICE INC,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,102494576.0,55735210.0,USA,MD,MD**005,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0521_7590
90ZU0520,Department of Health and Human Services,"LUTHERAN SOCIAL SERVICES OF THE SOUTH, INC",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,33760559.0,20701305.97,USA,TX,TX**355,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0520_7590
90ZU0519,Department of Health and Human Services,"BETHANY CHRISTIAN SERVICES USA, LLC",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,2548995.0,1920280.14,USA,MI,MI**081,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0519_7590
90ZU0518,Department of Health and Human Services,HOLY FAMILY INSTITUTE,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,40700308.0,18914219.0,USA,PA,PA**003,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0518_7590
90ZU0517,Department of Health and Human Services,"YOUTH FOR TOMORROW - NEW LIFE CENTER, INC",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,57887335.0,34365187.53,USA,VA,VA**153,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0517_7590
90ZU0516,Department of Health and Human Services,MERCYFIRST,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,27049782.0,13546143.68,USA,NY,NY*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0516_7590
90ZU0515,Department of Health and Human Services,MARYVILLE ACADEMY,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,35846566.0,14529569.07,USA,IL,IL*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0515_7590
90ZU0514,Department of Health and Human Services,CATHOLIC GUARDIAN SERVICES,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,35992434.0,20594332.46,USA,NY,NY**061,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0514_7590
90ZU0513,Department of Health and Human Services,"RISING GROUND, INC",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,47340404.0,31546414.0,USA,NY,NY**047,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0513_7590
90ZU0512,Department of Health and Human Services,"HIS HOUSE, INC.",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,40585814.0,23295189.85,USA,FL,FL*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0512_7590
90ZU0511,Department of Health and Human Services,NEW LIFE FOSTER FAMILY AGENCY,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,14027419.0,7438304.84,USA,CA,CA*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0511_7590
90ZU0510,Department of Health and Human Services,"LUTHERAN SOCIAL SERVICES OF METROPOLITAN NEW YORK, INC",RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,19173157.0,7821928.74,USA,NY,NY*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0510_7590
90ZU0509,Department of Health and Human Services,MARSELL CONSULTING & MHS,RESIDENTIAL (SHELTER AND/OR TRANSITIONAL FOSTER CARE) SERVICES FOR UNACCOMPANIED CHILDREN-LICENSED AND TEXAS-EXEMPT AND FLORIDA-DELICENSED ONLY,11520579.0,5073487.0,USA,CA,CA*****,2023,93.676,https://www.usaspending.gov/award/ASST_NON_90ZU0509_7590
